TIME,2026-06-10T21:11:04,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),18279.751017593455,4872.335926225614
BEAM ENERGY (eV),6.929890067222136,3.69422453367372
BEAM DENSITY - FIT (m^-3),269171152.0225832,146123550.2842184
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),9.775190386974536,9.894221387780384
THERMAL SPEED (m/s),15351.63789497352,7769.286222818942
AFLVEN SPEED (m/s),26679501.531854633,7241681.462433913
PLASMA FREQUENCY (rad/s),10836.454351843797,2941.3649465887665
DEBYE LENGTH (m),1.416666134191898,0.8135673798816935
